Módulo atual,Faltas Consecutivas,Histórico de reprovações,Histórico de Recuperação,Historico de Reprovado por Falta (disciplinas),Idade,Sexo (código),Pend. Acad.,Possui Pendência Financeira,Bolsista,Antecipou Parcela
0,0,0,0,0,24,0,0,0,0,0
0,0,0,0,0,24,0,0,0,0,0
0,10,0,1,11,30,1,0,1,0,0
0,0,0,0,0,22,0,0,0,0,0
0,0,0,0,0,30,1,0,0,0,0
0,0,0,0,0,52,1,0,0,0,0
0,0,0,0,0,23,1,0,0,0,0
0,0,0,0,0,23,1,0,0,0,0
0,0,0,0,0,34,1,0,0,0,0
0,0,0,0,0,29,1,0,0,0,0
0,0,0,0,13,37,1,0,1,0,0
0,0,0,0,0,29,1,0,0,0,0
0,0,0,0,15,25,1,0,1,0,0
0,0,0,0,1,28,0,0,0,0,0
0,0,0,0,0,23,1,0,0,0,0
0,0,0,0,0,26,1,0,0,0,0
0,0,0,0,0,24,1,0,0,0,0
0,2,0,3,9,23,1,0,1,0,0
0,0,0,0,1,27,1,0,0,0,0
0,0,0,0,14,29,1,0,1,0,0
3,0,0,0,1,38,0,0,0,0,0
0,0,0,0,1,34,1,0,0,0,0
0,0,0,0,0,46,1,0,0,0,0
0,0,0,0,13,25,0,0,1,0,0
0,0,0,0,0,27,0,0,0,0,0
4,1,0,0,4,40,1,0,1,0,0
0,0,0,0,1,36,1,0,0,0,0
0,0,0,0,0,59,1,0,0,0,0
0,0,0,0,0,47,1,0,0,0,0
0,0,0,0,0,31,1,0,0,0,0
0,0,0,0,0,39,1,0,0,0,0
0,0,0,0,1,25,0,0,0,0,0
0,0,0,0,1,25,1,0,0,0,0
0,0,0,1,12,42,1,0,1,0,0
0,0,0,0,1,23,1,0,0,0,0
0,0,0,0,14,24,1,0,1,0,0
0,0,0,0,0,27,1,0,0,0,0
0,0,0,0,0,28,1,0,0,0,0
0,0,0,0,0,30,1,0,0,0,0
0,0,0,0,0,44,1,0,0,0,0
0,0,0,0,0,39,1,0,0,0,0
0,0,0,0,1,26,1,0,0,0,0
0,0,0,0,0,41,1,0,0,0,0
0,0,0,0,1,33,1,0,0,0,0
0,0,0,0,1,27,0,0,0,0,0
0,0,0,1,10,24,1,0,1,0,0
0,0,0,0,0,36,1,0,0,0,0
0,0,0,0,1,55,1,0,0,0,0
0,0,0,0,1,36,1,0,0,0,0
0,0,0,0,15,31,1,0,1,0,0
0,0,0,0,0,28,1,0,0,0,0
0,0,0,0,0,36,1,0,0,0,0
0,0,0,0,14,34,1,0,1,0,0
0,0,0,0,0,34,1,0,0,0,0
0,0,0,0,0,23,1,0,0,0,0
0,0,0,0,0,32,0,0,0,0,0
0,0,0,1,10,28,1,0,1,0,0
0,0,0,0,0,45,1,0,0,0,0
0,0,0,0,0,27,1,0,0,0,0
0,0,0,0,0,24,1,0,0,0,0
0,0,0,1,5,28,1,0,1,0,0
0,0,0,0,0,26,1,0,0,0,0
0,0,0,1,0,58,1,1,0,0,0
0,0,0,0,6,22,1,0,1,0,0
0,0,0,0,0,48,1,0,0,0,0
0,0,0,0,1,32,0,0,0,0,0
0,0,0,0,0,30,0,0,0,0,0
0,0,0,0,0,38,1,0,0,0,0
0,0,0,0,0,30,1,0,0,0,0
0,0,0,0,0,34,1,1,0,0,0
0,0,0,0,11,23,1,0,1,0,0
0,0,0,0,0,32,1,0,0,0,0
0,0,1,0,0,32,1,0,0,0,0
0,0,0,0,0,24,1,0,0,0,0
0,0,0,0,0,26,1,0,0,0,0
0,0,0,1,10,22,1,0,1,0,0
0,0,0,0,0,38,1,0,0,0,0
0,0,0,0,0,24,1,0,0,0,0
0,0,0,0,0,24,1,0,0,0,0
0,0,0,0,13,36,1,0,1,0,0
0,0,0,0,0,21,1,0,0,0,0
0,0,0,0,0,39,1,0,0,0,0
0,0,0,0,12,22,1,0,1,0,0
4,0,1,0,2,24,1,0,0,0,0
0,0,1,0,0,24,1,0,0,0,0
0,0,0,0,0,28,1,0,0,0,0
0,0,0,0,0,20,1,0,0,0,0
0,0,0,0,12,25,1,0,1,0,0
0,0,0,0,0,32,1,0,0,0,0
1,0,0,0,0,29,0,0,0,0,0
0,0,1,0,0,29,0,0,0,0,0
0,0,0,0,0,30,1,0,0,0,0
4,0,0,0,0,27,0,0,0,0,0
0,2,0,1,8,24,1,0,1,0,0
0,0,0,0,0,45,1,0,0,0,0
0,0,0,0,0,39,1,0,0,0,0
0,0,0,0,0,36,1,0,0,0,0
0,0,0,0,0,50,1,0,0,0,0
0,0,0,0,0,32,1,0,0,0,0
0,0,2,0,0,32,1,1,0,0,0
0,0,0,0,0,40,1,0,0,0,0
0,0,0,0,0,27,1,0,0,0,0
0,0,0,0,0,20,1,0,0,0,0
0,0,0,0,5,38,1,0,1,0,0
0,0,0,2,8,22,1,0,1,0,0
0,0,0,0,0,27,1,0,0,0,0
0,0,0,1,13,23,1,0,1,0,0
0,0,0,0,0,25,0,0,0,0,0
0,0,0,0,0,36,1,0,0,0,0
0,0,0,0,0,21,1,0,0,0,0
0,0,0,1,5,40,1,0,1,0,0
0,0,0,0,10,24,1,0,1,0,0
0,0,0,0,0,36,1,0,0,0,0
0,0,0,0,0,27,1,0,0,0,0
0,0,0,0,1,29,1,0,0,0,0
0,0,0,1,3,25,0,0,1,0,0
0,0,0,0,0,24,1,0,0,0,0
0,0,0,0,0,29,1,0,0,0,0
0,0,0,0,0,48,1,0,0,0,0
0,0,0,0,0,22,1,0,0,0,0
0,0,0,0,0,28,1,0,0,0,0
0,0,0,1,12,21,1,0,1,0,0
0,0,0,0,0,24,1,0,0,0,0
0,0,0,0,0,29,1,0,0,0,0
0,0,0,0,0,21,1,0,0,0,0
0,0,0,0,0,29,1,0,0,0,0
0,1,0,0,1,37,1,0,1,0,0
0,0,0,0,8,29,1,0,1,0,0
0,0,0,1,12,34,1,0,1,0,0
0,13,0,1,9,24,1,0,1,0,0
0,0,0,0,5,40,1,0,1,0,0
0,0,0,0,0,31,0,0,0,0,0
0,0,0,0,0,31,1,0,0,0,0
0,0,0,0,0,41,1,0,0,0,0
0,0,0,0,12,22,1,0,1,0,0
0,0,0,1,10,28,1,0,1,0,0
0,0,0,0,0,33,1,0,0,0,0
0,0,0,0,0,39,0,0,0,0,0
0,0,0,0,0,35,1,0,0,0,0
0,0,0,0,10,22,1,0,1,0,0
0,0,1,0,4,21,1,1,0,0,0
0,0,0,0,0,31,1,0,0,0,0
0,0,0,0,0,42,1,0,0,0,0
0,0,0,2,11,26,1,0,1,0,0
0,0,0,1,10,29,1,0,1,0,0
0,0,0,0,0,38,1,0,0,0,0
0,0,0,0,0,27,1,0,0,0,0
0,0,0,0,0,27,1,0,0,0,0
0,0,0,0,0,23,1,0,0,0,0
0,0,0,0,0,41,1,0,0,0,0
0,0,0,0,0,30,0,0,0,0,0
0,0,0,0,0,24,1,0,0,0,0
0,0,0,0,9,56,1,0,1,0,0
0,0,0,0,0,33,1,0,0,0,0
0,0,0,4,5,43,1,0,1,0,0
0,0,0,1,8,26,1,0,1,0,0
0,0,0,0,0,31,1,0,0,0,0
0,0,1,0,0,37,1,0,0,0,0
0,0,0,0,11,48,1,0,1,0,0
0,0,0,0,0,26,1,0,0,0,0
0,0,0,0,0,27,0,0,0,0,0
0,0,0,0,0,38,1,0,0,0,0
0,0,0,0,0,24,1,0,0,0,0
0,0,0,1,9,23,1,0,1,0,0
0,0,0,0,1,23,1,0,0,0,0
0,0,0,0,9,26,0,0,1,0,0
0,0,0,0,0,25,1,0,0,0,0
0,5,0,0,8,38,1,0,1,0,0
0,0,0,0,10,37,1,0,1,0,0
0,0,0,0,1,21,1,0,0,0,0
0,0,0,0,0,39,1,0,0,0,0
0,0,0,0,1,24,1,0,0,0,0
0,0,0,0,0,27,1,0,0,0,0
0,0,0,0,0,57,1,0,0,0,0
1,0,0,0,0,25,0,0,0,0,0
0,0,2,0,1,46,1,1,0,0,0
0,54,0,2,9,42,1,0,1,0,0
0,0,0,0,15,36,0,0,1,0,0
0,0,0,0,13,22,0,0,1,0,0
0,0,0,0,0,42,1,0,0,0,0
0,0,0,0,9,26,1,0,1,0,0
0,16,0,0,6,28,1,0,1,0,0
0,0,0,0,0,24,1,0,0,0,0
0,0,0,1,10,25,1,0,1,0,0
0,12,0,0,6,48,1,0,1,0,0
0,0,0,1,11,26,1,0,1,0,0
0,0,1,0,9,32,1,0,1,0,0
0,0,0,0,2,26,0,0,0,0,0
0,0,0,1,9,44,1,0,1,0,0
0,0,0,0,0,22,1,0,0,0,0
0,0,0,0,0,22,0,0,0,0,0
0,0,0,0,4,33,1,0,1,0,0
0,0,0,0,0,25,1,0,0,0,0
1,0,0,0,0,33,1,0,0,0,0
0,0,1,0,1,22,1,1,0,0,0
0,0,0,0,0,27,1,0,0,0,0
0,0,0,0,9,45,1,0,1,0,0
0,0,0,0,11,40,1,0,1,0,0
0,3,0,0,0,25,1,0,0,0,0
0,0,0,0,0,23,0,0,0,0,0
0,0,0,0,11,20,1,0,1,0,0
0,0,0,0,3,23,1,0,0,0,0
0,0,0,0,1,29,1,1,0,0,0
0,0,0,0,0,34,1,0,0,0,0
0,0,0,0,0,29,1,0,0,0,0
0,2,0,0,0,34,1,0,0,0,0
0,0,0,1,12,21,1,0,1,0,0
0,0,0,2,1,22,1,1,0,0,0
0,0,1,0,0,34,1,0,0,0,0
0,0,1,0,0,22,1,1,0,0,0
0,0,0,2,10,46,1,0,1,0,0
0,0,0,0,0,23,1,0,0,0,0
0,0,0,0,0,39,1,0,0,0,0
0,0,0,0,0,22,1,0,0,0,0
0,0,0,0,11,29,1,0,1,0,0
0,0,0,0,0,25,1,0,0,0,0
0,0,0,0,9,24,1,0,1,0,0
0,0,0,2,10,26,1,0,1,0,0
0,0,0,0,0,27,0,0,0,0,0
0,17,0,0,7,23,1,0,1,0,0
0,0,0,0,6,37,1,0,1,0,0
0,0,0,0,3,39,1,0,0,0,0
0,0,0,0,0,31,1,0,0,0,0
0,0,0,0,0,43,1,0,0,0,0
0,0,0,0,0,44,1,0,0,0,0
0,0,0,0,9,41,0,0,1,0,0
0,0,0,0,0,44,1,0,0,0,0
0,0,0,1,9,33,1,0,1,0,0
0,0,0,1,12,25,1,0,1,0,0
0,0,0,0,0,72,1,0,0,0,0
0,0,0,1,12,36,1,0,1,0,0
4,2,0,1,5,23,1,0,1,0,0
0,0,0,0,1,26,1,0,0,0,0
0,22,0,0,4,21,1,0,0,0,0
0,0,1,0,10,35,1,0,1,0,0
0,0,0,0,11,35,1,0,1,0,0
0,0,0,0,1,26,1,0,0,0,0
0,0,0,0,0,22,1,0,0,0,0
0,0,0,0,0,34,1,0,0,0,0
0,0,0,3,7,22,1,0,1,0,0
0,0,0,2,10,23,0,0,1,0,0
0,0,2,1,1,23,1,1,0,0,0
0,0,0,0,0,21,1,0,0,0,0
0,0,0,0,12,47,1,0,1,0,0
0,0,0,0,0,23,0,0,0,0,0
0,0,0,0,0,38,1,0,0,0,0
0,0,0,0,0,25,1,0,0,0,0
0,0,0,0,0,29,1,0,0,0,0
0,0,0,1,11,45,1,0,1,0,0
0,0,0,1,10,25,1,0,1,0,0
0,0,0,0,0,22,1,0,0,0,0
0,0,0,0,0,28,1,0,0,0,0
0,0,0,0,0,48,1,0,0,0,0
0,0,0,0,8,32,1,0,1,0,0
0,0,2,1,2,25,1,1,0,0,0
0,0,0,1,6,29,1,0,1,0,0
0,0,0,0,0,35,1,0,0,0,0
0,0,0,0,0,23,1,0,0,0,0
0,0,0,0,1,49,1,0,0,0,0
0,0,0,0,0,25,1,0,0,0,0
0,0,0,2,12,52,1,0,1,0,0
0,0,0,0,9,41,1,0,1,0,0
0,0,0,0,8,43,1,0,1,0,0
0,0,0,0,10,23,1,0,1,0,0
0,0,0,0,0,44,0,0,0,0,0
0,0,0,0,8,45,1,0,1,0,0
0,0,0,4,7,37,0,0,1,0,0
0,0,0,1,11,26,1,0,1,0,0
0,0,0,0,0,22,1,0,0,0,0
0,0,0,0,0,43,0,0,0,0,0
0,0,0,0,0,44,0,0,0,0,0
0,0,0,0,0,30,1,0,0,0,0
0,0,0,2,9,22,1,0,1,0,0
0,0,0,0,0,26,0,0,0,0,0
0,0,0,0,8,28,1,0,1,0,0
0,0,0,0,0,38,1,0,0,0,0
0,0,0,0,0,30,0,0,0,0,0
0,0,0,0,0,28,1,0,0,0,0
0,0,0,0,0,39,1,0,0,0,0
0,0,0,3,6,23,0,0,1,0,0
0,0,0,1,8,30,0,0,1,0,0
0,0,0,0,11,31,1,0,1,0,0
0,0,0,0,0,24,1,0,0,0,0
0,0,0,0,0,40,1,0,0,0,0
0,0,0,0,0,34,1,0,0,0,0
0,0,0,0,0,28,1,0,0,0,0
0,0,1,0,0,36,1,0,0,0,0
0,0,0,0,0,28,0,0,0,0,0
0,8,0,2,5,28,1,0,1,0,0
0,0,0,0,0,25,1,0,0,0,0
0,0,0,0,1,23,1,0,0,0,0
0,0,0,0,0,21,0,0,0,0,0
0,0,0,0,0,42,1,0,0,0,0
0,0,0,0,8,25,0,0,1,0,0
0,0,0,0,1,22,1,0,0,0,0
0,0,0,0,7,34,1,0,1,0,0
0,0,0,0,15,28,1,0,1,0,0
2,12,0,0,0,42,1,0,0,0,0
4,2,2,4,0,35,1,0,1,0,0
0,0,1,1,13,21,1,0,1,0,0
0,0,0,0,0,23,1,0,0,0,0
0,0,0,0,0,44,1,0,0,0,0
0,0,0,0,9,36,1,0,1,0,0
0,1,0,0,5,29,1,0,1,0,0
0,0,0,0,0,35,1,0,0,0,0
0,0,0,0,0,40,1,0,0,0,0
0,0,0,0,10,32,0,0,1,0,0
0,7,0,0,10,25,1,0,1,0,0
0,0,0,0,8,36,1,0,1,0,0
0,20,0,1,5,30,1,0,1,0,0
0,23,0,1,13,24,1,0,1,0,0
0,3,1,0,1,28,1,0,0,0,0
0,0,1,2,10,21,1,0,1,0,0
0,14,1,0,8,24,1,0,0,0,0
0,0,2,1,11,27,1,0,1,0,0
0,0,0,0,0,19,1,0,0,0,0
0,0,0,0,0,33,1,0,0,0,0
0,0,2,1,6,26,1,0,1,0,0
3,0,3,0,0,27,1,0,0,0,0
0,0,0,0,0,52,1,0,0,0,0
0,0,0,1,12,23,1,0,1,0,0
4,6,1,1,4,22,1,0,1,0,0
0,2,0,1,8,35,1,0,1,0,0
0,0,0,0,0,32,1,0,0,0,0
0,0,0,0,9,41,1,0,1,0,0
0,16,0,2,6,24,1,0,1,0,0
0,0,0,0,5,40,1,0,1,0,0
4,0,7,1,2,43,1,0,1,0,0
0,13,1,2,9,22,1,0,1,0,0
0,0,0,0,0,26,1,0,0,0,0
0,0,0,0,15,44,1,0,1,0,0
0,13,0,0,12,22,1,0,1,0,0
0,0,0,0,1,43,0,0,0,0,0
0,0,0,0,16,22,1,0,1,0,0
0,0,0,0,0,45,1,0,0,0,0
0,0,0,0,8,28,1,0,1,0,0
0,0,0,1,0,48,1,0,1,0,0
0,0,0,0,0,31,1,0,0,0,0
0,0,3,1,7,28,1,1,0,0,0
4,0,1,0,0,27,1,0,1,0,0
0,0,1,1,13,27,1,0,1,0,0
0,0,0,1,12,38,1,0,1,0,0
0,0,0,0,15,33,1,0,1,0,0
0,0,0,0,3,22,0,1,1,0,0
0,0,1,0,11,31,1,0,1,0,0
0,0,0,1,8,26,1,0,1,0,0
0,0,0,0,15,23,1,0,1,0,0
0,0,1,1,13,26,1,0,1,0,0
1,0,0,0,0,21,1,0,0,0,0
0,0,0,0,2,33,1,0,0,0,0
0,0,0,0,1,20,1,1,0,0,0
0,0,0,0,16,35,1,0,1,0,0
0,0,0,0,0,34,1,0,0,0,0
0,0,0,0,0,25,1,0,0,0,0
0,13,0,1,12,26,1,0,1,0,0
0,0,1,1,13,25,1,0,1,0,0
0,0,0,3,0,40,0,0,1,0,0
0,13,0,0,8,39,1,0,1,0,0
0,32,2,1,9,22,1,0,1,0,0
0,13,0,1,13,35,1,0,1,0,0
0,0,0,0,0,26,0,0,0,0,0
0,0,0,0,0,32,1,0,0,0,0
0,0,0,0,0,24,1,1,0,0,0
0,0,0,0,15,20,1,0,1,0,0
0,13,1,0,6,25,1,0,1,0,0
0,13,1,0,12,25,1,0,1,0,0
0,13,0,1,13,29,1,0,1,0,0
0,0,0,0,0,29,1,0,0,0,0
0,13,0,0,9,30,1,0,1,0,0
0,0,4,0,3,24,1,1,0,0,0
0,0,1,1,12,29,1,0,1,0,0
0,0,0,0,0,26,1,0,0,0,0
0,13,0,0,13,29,1,0,1,0,0
0,0,0,0,8,31,1,0,1,0,0
0,13,1,0,13,25,1,0,1,0,0
4,0,0,3,6,47,1,0,1,0,0
0,0,0,0,2,22,1,0,0,0,0
0,0,0,0,8,23,1,0,1,0,0
0,0,0,0,0,23,0,0,0,0,0
1,15,0,0,0,25,1,0,0,0,0
0,0,0,0,14,22,0,0,1,0,0
0,0,0,0,8,24,1,0,1,0,0
0,5,0,0,0,21,1,0,0,0,0
3,0,0,0,0,31,1,0,0,0,0
0,0,0,0,14,46,1,0,1,0,0
0,13,0,2,12,25,0,0,1,0,0
0,0,0,0,4,30,1,0,1,0,0
0,0,0,0,8,35,1,0,1,0,0
0,0,0,0,0,29,1,0,0,0,0
0,0,0,0,13,35,1,0,1,0,0
0,0,0,0,1,29,1,0,0,0,0
0,0,0,0,0,25,1,0,0,0,0
4,0,0,1,4,23,1,0,1,0,0
0,12,0,1,6,35,1,0,1,0,0
0,0,0,1,6,39,1,0,1,0,0
0,0,0,0,0,24,1,1,0,0,0
0,0,0,0,0,22,1,0,0,0,0
0,0,0,1,11,27,1,0,1,0,0
0,0,0,0,12,25,1,0,1,0,0
0,1,1,4,0,24,0,0,1,0,0
0,0,0,1,6,26,1,1,0,0,0
0,20,0,0,9,21,1,0,1,0,0
0,0,0,0,6,26,1,0,1,0,0
0,13,0,0,5,29,0,0,1,0,0
4,14,1,0,5,22,0,0,1,0,0
0,0,0,0,0,24,0,0,0,0,0
0,0,1,1,4,28,1,1,0,0,0
0,0,0,0,7,34,0,0,1,0,0
0,0,1,1,7,30,1,0,1,0,0
0,0,0,0,0,31,1,0,0,0,0
0,0,0,0,7,30,1,0,1,0,0
0,0,0,0,0,43,1,0,0,0,0
0,0,0,0,0,24,0,0,0,0,0
4,18,2,0,7,26,0,0,1,0,0
0,0,0,0,5,41,1,0,1,0,0
0,0,0,0,1,32,1,0,0,0,0
0,0,0,0,0,28,1,0,0,0,0
0,0,0,1,6,26,1,0,1,0,0
0,8,0,0,4,33,1,0,1,0,0
0,0,2,1,3,31,1,1,0,0,0
0,0,0,0,5,28,1,0,1,0,0
0,3,0,0,0,28,1,0,0,0,0
0,0,1,0,12,31,1,0,1,0,0
0,13,1,1,4,41,1,0,1,0,0
0,0,0,0,1,21,1,0,0,0,0
0,14,0,1,5,26,1,0,1,0,0
0,0,1,0,0,22,0,0,0,0,0
2,0,1,0,2,31,0,0,0,0,0
0,0,0,0,0,36,1,0,0,0,0
1,3,0,0,1,28,1,0,0,0,0
0,0,0,0,0,27,0,0,0,0,0
0,0,0,0,0,22,1,0,0,0,0
0,8,0,0,5,30,1,0,1,0,0
2,0,1,0,0,61,1,0,0,0,0
0,4,0,0,2,34,1,0,0,0,0
0,0,0,0,0,25,1,0,0,0,0
0,5,0,0,5,24,1,0,1,0,0
0,13,0,0,4,25,1,0,1,0,0
0,0,1,0,0,27,1,1,0,0,0
0,0,0,0,1,25,1,1,0,0,0
0,0,0,1,2,29,1,0,1,0,0
0,0,0,0,0,20,1,0,0,0,0
0,7,0,0,5,23,1,0,1,0,0
1,2,0,0,1,28,1,0,0,0,0
0,3,0,0,0,20,1,0,0,0,0
0,0,0,0,0,32,1,0,0,0,0
0,0,0,0,0,36,1,0,0,0,0
0,0,0,0,5,48,1,0,1,0,0
0,12,1,0,5,21,1,0,1,0,0
0,0,0,0,1,37,1,0,0,0,0
4,0,0,5,2,34,0,0,1,0,0
0,5,0,0,5,21,1,0,1,0,0
0,0,0,0,0,44,1,0,0,0,0
0,0,0,0,0,29,1,0,0,0,0
0,0,0,0,0,25,1,0,0,0,0
0,5,0,0,4,31,1,0,1,0,0
0,0,0,0,0,45,1,0,0,0,0
0,12,0,1,4,21,1,0,1,0,0
0,13,1,1,3,40,1,0,1,0,0
0,9,0,0,5,39,1,0,1,0,0
0,0,0,0,0,22,0,0,0,0,0
4,0,1,2,4,24,1,0,1,0,0
0,12,0,0,6,23,0,0,1,0,0
0,0,0,0,0,28,1,0,0,0,0
0,0,0,0,3,22,1,0,1,0,0
0,0,0,0,1,42,1,0,0,0,0
0,6,0,0,4,29,1,0,1,0,0
0,14,0,1,5,36,1,0,1,0,0
0,12,0,0,0,30,1,0,0,0,0
0,17,0,2,4,21,0,0,1,0,0
0,5,0,2,2,27,0,0,1,0,0
1,0,0,0,1,24,1,0,0,0,0
0,13,0,0,5,39,1,0,1,0,0
0,0,0,0,0,21,1,0,0,0,0
0,3,0,0,5,20,1,0,1,0,0
0,13,0,0,6,24,1,0,1,0,0
0,30,0,1,7,23,1,0,1,0,0
0,8,0,0,5,33,0,0,1,0,0
4,3,0,1,9,24,1,0,1,0,0
2,11,0,0,0,30,1,0,0,0,0
2,0,0,0,0,33,1,0,0,0,0
2,0,1,0,0,25,1,0,0,0,0
0,0,0,0,2,20,1,0,0,0,0
0,0,0,0,6,42,1,0,1,0,0
0,0,0,0,0,26,0,0,0,0,0
0,12,0,1,5,33,1,0,1,0,0
3,2,3,0,0,45,1,0,0,0,0
0,0,0,0,0,29,1,0,0,0,0
0,11,1,2,3,19,1,0,1,0,0
3,0,0,0,0,24,1,0,0,0,0
1,1,0,0,0,23,1,0,0,0,0
0,1,0,0,2,33,1,0,1,0,0
0,10,0,0,5,20,1,0,1,0,0
0,12,0,0,5,36,1,0,1,0,0
4,2,1,0,1,23,0,0,1,0,0
0,0,0,0,0,27,1,0,0,0,0
0,0,0,0,0,21,1,0,0,0,0
3,20,0,0,2,54,1,0,0,0,0
0,13,0,0,3,21,1,0,0,0,0
4,18,0,0,2,19,1,0,1,0,0
0,5,0,1,6,35,1,0,1,0,0
0,0,0,0,0,24,1,1,0,0,0
0,0,0,0,4,30,0,0,1,0,0
0,13,0,0,0,22,1,0,0,0,0
0,13,0,0,4,24,1,0,1,0,0
0,2,0,0,1,28,1,0,0,0,0
0,0,0,0,0,35,1,0,0,0,0
0,13,0,0,3,21,1,0,1,0,0
0,0,0,0,0,37,1,0,0,0,0
0,12,0,0,7,25,0,0,1,0,0
0,1,0,0,0,37,1,0,0,0,0
0,6,0,1,3,19,1,0,1,0,0
0,0,1,0,1,19,1,1,0,0,0
0,0,0,1,2,45,1,0,1,0,0
0,0,0,0,0,22,0,0,0,0,0
4,2,0,0,3,24,1,0,1,0,0
0,0,0,0,0,24,1,0,0,0,0
0,7,0,0,2,22,1,0,0,0,0
0,0,1,0,0,24,0,1,0,0,0
0,13,1,1,3,29,1,0,1,0,0
0,0,0,0,1,22,1,0,0,0,0
0,13,0,0,3,44,1,0,1,0,0
0,0,0,1,2,21,0,1,0,0,0
0,0,0,0,0,28,1,1,0,0,0
0,0,0,0,0,38,0,0,0,0,0
0,0,0,0,0,27,0,0,0,0,0
0,3,0,0,1,30,1,0,1,0,0
0,13,0,2,4,32,1,0,1,0,0
0,13,0,0,3,20,1,0,1,0,0
0,0,0,1,3,22,0,0,1,0,0
0,13,0,0,3,37,1,0,1,0,0
0,0,0,0,0,24,1,0,0,0,0
0,0,0,1,5,28,1,0,0,0,0
0,4,0,0,3,19,1,0,0,0,0
0,13,0,0,0,38,1,0,0,0,0
0,13,0,0,3,24,0,0,1,0,0
0,0,0,0,4,31,1,0,1,0,0
2,0,0,0,2,22,0,0,0,0,0
0,4,0,0,3,30,1,0,1,0,0
0,4,0,0,4,23,1,0,0,0,0
0,0,0,0,0,30,1,0,0,0,0
2,0,0,0,0,37,0,0,0,0,0
0,3,0,0,6,26,1,0,1,0,0
2,1,0,0,0,22,1,0,0,0,0
0,13,0,1,4,27,1,0,0,0,0
0,13,0,1,3,28,1,0,1,0,0
0,0,0,0,0,24,0,0,0,0,0
0,0,0,0,5,28,1,0,1,0,0
0,3,0,0,4,27,1,0,1,0,0
0,9,0,0,7,20,1,0,1,0,0
0,0,0,0,0,21,0,0,0,0,0
0,0,1,0,0,35,1,1,0,0,0
0,0,0,0,0,51,1,0,0,0,0
0,0,0,0,5,38,1,0,1,0,0
0,4,0,0,3,18,1,0,0,0,0
0,0,0,0,4,22,1,0,1,0,0
0,6,0,0,3,49,1,0,1,0,0
0,7,0,1,3,33,1,0,1,0,0
0,0,2,1,0,19,1,1,0,0,0
0,0,1,0,0,27,1,1,0,0,0
0,0,0,0,0,41,1,0,0,0,0
0,0,0,0,0,21,1,0,0,0,0
0,0,0,0,0,32,1,0,0,0,0
0,0,0,0,0,27,1,0,0,0,0
0,0,0,0,0,25,1,0,0,0,0
0,0,0,0,0,21,1,1,0,0,0
0,0,0,0,0,29,1,0,0,0,0
0,0,0,0,1,23,1,0,0,0,0
0,5,0,0,1,26,1,0,0,0,0
0,4,0,0,5,32,1,0,1,0,0
0,0,0,0,0,42,1,0,0,0,0
0,12,0,1,5,21,1,0,1,0,0
0,2,0,0,5,21,1,0,1,0,0
4,5,1,1,2,20,1,0,1,0,0
0,0,0,0,5,39,0,0,1,0,0
0,4,0,0,0,22,1,0,0,0,0
4,0,0,0,5,33,1,0,1,0,0
0,0,0,1,5,24,0,0,1,0,0
0,0,0,0,5,23,1,0,1,0,0
0,10,0,0,3,25,1,0,1,0,0
4,0,0,0,6,30,1,0,1,0,0
0,0,2,0,0,29,1,1,0,0,0
0,2,0,0,0,20,1,0,0,0,0
0,0,0,0,0,34,1,0,0,0,0
4,1,0,0,3,29,0,0,1,0,0
1,0,0,0,0,25,1,0,0,0,0
0,0,1,0,0,35,1,1,0,0,0
4,0,0,0,5,33,0,0,1,0,0
0,0,0,0,1,48,1,1,0,0,0
0,4,0,0,1,34,1,0,0,0,0
0,0,0,0,0,26,1,0,0,0,0
0,0,0,0,0,26,1,0,0,0,0
0,0,0,0,0,31,1,0,0,0,0
0,6,0,1,2,28,1,0,1,0,0
0,0,0,0,0,27,1,0,0,0,0
0,0,0,0,1,37,1,1,0,0,0
0,4,0,0,4,56,1,0,1,0,0
0,4,0,0,5,29,1,0,1,0,0
4,12,0,0,5,31,1,0,1,0,0
0,4,0,0,5,23,1,0,1,0,0
0,3,0,0,0,37,1,0,0,0,0
0,0,0,0,0,34,1,1,0,0,0
4,11,2,1,2,19,1,0,1,0,0
4,12,0,1,3,28,1,0,1,0,0
4,0,0,2,3,37,1,0,1,0,0
1,0,0,0,0,45,0,0,0,0,0
0,0,0,0,4,47,0,0,1,0,0
0,4,0,0,5,30,1,0,1,0,0
0,0,0,0,0,30,1,0,0,0,0
0,8,0,0,3,27,1,0,1,0,0
0,0,0,0,5,47,1,0,1,0,0
0,0,0,0,0,33,1,0,0,0,0
1,7,1,0,0,44,1,0,0,0,0
0,0,0,0,0,18,1,0,0,0,0
4,0,0,0,5,23,0,0,1,0,0
0,0,0,0,0,39,1,0,0,0,0
0,3,0,0,3,24,1,0,1,0,0
0,0,0,0,3,27,1,0,1,0,0
4,1,0,1,2,27,1,0,0,0,0
3,0,0,0,2,32,1,0,1,0,0
4,0,0,0,2,32,1,0,1,0,0
4,2,0,0,2,20,1,0,1,0,0
0,0,0,0,0,27,1,0,0,0,0
4,12,0,0,4,23,0,0,1,0,0
0,0,0,0,0,21,1,0,0,0,0
4,0,0,0,3,21,0,0,1,0,0
0,0,0,0,0,34,1,0,0,0,0
0,0,0,0,0,25,1,0,0,0,0
0,0,0,0,0,46,1,1,0,0,0
0,0,1,0,1,20,1,1,0,0,0
4,2,0,1,3,46,1,0,1,0,0
